No.&H&convolution&di&dx&dy&fix_seed&m&reg&reg_dist_params&reg_parameterized&runcount&start_params_complex&stride&width&x_dist_params&x_parameterized&y_dist_params&y_parameterized&variables&n&CBB&BKK&N_C&N_DM&N_R&Real_sols&All_sols&L_values&Idx_vals
1&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.19261636194624027, -1.5880296995840602, 0.6329142309865259, 0.1922266878532471, -0.7451268362426571], [-0.19261636194624043, 1.5880296995840606, -0.6329142309865251, -0.19222668785324712, 0.7451268362426571], [6.22949684443598e-207, 0.0, 0.0, -2.433771785210753e-207, -7.786871055544975e-208]]&Vector{ComplexF64}[[-0.0215143746131662 + 0.08332392831607716im, 0.17737571984264078 - 0.6869659021432187im, -0.07069365097471944 + 0.27379242074806753im, -0.814240978511389 + 0.34169353125528984im, 0.7912764858619925 + 1.9752571210124474im], [0.19261636194624027 + 2.5578757073892976e-35im, -1.5880296995840602 - 4.81482486096809e-35im, 0.6329142309865259 + 3.009265538105056e-35im, 0.1922266878532471 - 3.76158192263132e-36im, -0.7451268362426571 + 3.009265538105056e-35im], [-0.19261636194624043 - 2.7083389842945504e-35im, 1.5880296995840606 - 6.018531076210112e-35im, -0.6329142309865251 + 7.52316384526264e-35im, -0.19222668785324712 - 8.275480229788904e-36im, 0.7451268362426571 + 3.912045199536573e-35im], [-1.8367099231598242e-39 - 0.21390115639001794im, -2.0571151139390031e-38 + 1.7635126408291792im, 8.816207631167156e-39 - 0.7028535090985808im, 4.775445800215543e-39 + 0.2704663672994883im, -8.081523661903227e-39 - 0.7253043381758102im], [6.22949684443598e-207 - 6.22949684443598e-207im, 0.0 - 1.245899368887196e-206im, 0.0 - 1.245899368887196e-206im, -2.433771785210753e-207 - 3.11474842221799e-207im, -7.786871055544975e-208 + 0.0im], [0.021514374613165924 - 0.08332392831607673im, -0.1773757198426408 + 0.6869659021432205im, 0.07069365097471945 - 0.2737924207480652im, 0.8142409785113893 - 0.3416935312552896im, -0.7912764858619923 - 1.975257121012448im], [-0.021514374613165892 - 0.0833239283160772im, 0.17737571984264094 + 0.6869659021432188im, -0.07069365097471945 - 0.2737924207480673im, -0.8142409785113891 - 0.3416935312552898im, 0.7912764858619925 - 1.9752571210124474im], [1.3775324423698682e-39 + 0.2139011563900179im, 1.5428363354542524e-38 - 1.7635126408291792im, 9.550891600431086e-39 + 0.7028535090985806im, -1.6530389308438418e-39 - 0.27046636729948836im, 2.938735877055719e-39 + 0.7253043381758101im], [0.021514374613165892 + 0.0833239283160772im, -0.17737571984264094 - 0.6869659021432188im, 0.07069365097471945 + 0.2737924207480673im, 0.8142409785113891 + 0.3416935312552898im, -0.7912764858619925 + 1.9752571210124474im]]&Any[0.03012656398120351, 0.03012656398120351, 1.1865839025594067]&Any[0, 0, 1]
2&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[-0.9754955838129205, -0.3548788871273121, 0.08798458657823843, 0.8373208496326506, -0.6029122405098832], [0.9754955838129201, 0.35487888712731197, -0.08798458657823843, -0.8373208496326503, 0.6029122405098832], [7.786871055544975e-208, 7.786871055544975e-208, 0.0, -1.557374211108995e-207, 1.557374211108995e-207]]&Vector{ComplexF64}[[0.1218766022964915 - 1.6084450962178414im, 0.04433790752878572 - 0.5851417630411725im, -0.010992630458359623 + 0.14507331368058993im, -3.143982859506481 + 5.652120444249742im, 6.5507265074857965 + 3.8585732724749824im], [-0.9754955838129205 - 8.210733189403225e-48im, -0.3548788871273121 - 2.7369110631344083e-48im, 0.08798458657823843 + 1.0263416486754031e-48im, 0.8373208496326506 + 8.210733189403225e-48im, -0.6029122405098832 - 5.473822126268817e-48im], [0.9754955838129201 + 8.210733189403225e-48im, 0.35487888712731197 + 5.1317082433770156e-48im, -0.08798458657823843 - 1.0263416486754031e-48im, -0.8373208496326503 - 8.210733189403225e-48im, 0.6029122405098832 + 4.4474804775934136e-48im], [0.12187660229649072 + 1.608445096217842im, 0.04433790752878644 + 0.5851417630411718im, -0.010992630458359803 - 0.1450733136805895im, -3.143982859506478 - 5.652120444249739im, 6.550726507485794 - 3.858573272474978im], [7.786871055544975e-208 + 0.0im, 7.786871055544975e-208 - 1.557374211108995e-207im, 0.0 - 7.786871055544975e-208im, -1.557374211108995e-207 + 1.1680306583317462e-207im, 1.557374211108995e-207 + 0.0im], [-0.12187660229649143 + 1.6084450962178416im, -0.044337907528785844 + 0.5851417630411725im, 0.010992630458359371 - 0.1450733136805894im, 3.1439828595064814 - 5.652120444249742im, -6.550726507485797 - 3.8585732724749824im], [4.930380657631324e-32 + 2.7224215954271958im, 1.232595164407831e-32 + 0.9903990977593686im, -6.162975822039155e-33 - 0.2455481526928851im, 1.232595164407831e-32 + 2.5624967465381765im, 1.9259299443872359e-32 - 1.1139023169702067im], [-0.12187660229649082 - 1.6084450962178418im, -0.044337907528786476 - 0.5851417630411719im, 0.010992630458359812 + 0.14507331368058968im, 3.1439828595064787 + 5.652120444249739im, -6.550726507485794 + 3.8585732724749793im], [0.0 - 2.7224215954271958im, -3.697785493223493e-32 - 0.9903990977593686im, 9.244463733058732e-33 + 0.24554815269288507im, -3.697785493223493e-32 - 2.5624967465381765im, -5.007417855406813e-32 + 1.1139023169702067im]]&Any[0.8448502781067531, 0.8448502781067534, 1.1483066465671683]&Any[0, 0, 1]
3&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.45775974795123886, 2.519499397800887, -0.276598949233981, 1.2065284399705898, 0.5797740704058967], [-0.45775974795123886, -2.519499397800887, 0.276598949233981, -1.2065284399705898, -0.5797740704058967], [0.0, -9.598059608932038e-239, -1.5356895374291261e-238, 0.0, 1.5356895374291261e-238]]&Vector{ComplexF64}[[-0.05623979331387621 + 0.2579819478214553im, -0.30954256249253287 + 1.4199268613912597im, 0.03398260289459004 - 0.15588425152739943im, -2.1474016580084325 - 3.450460216900381im, -2.0405600677836504 + 1.339082160473536im], [0.45775974795123886 - 9.62964972193618e-35im, 2.519499397800887 - 7.703719777548943e-34im, -0.276598949233981 - 1.925929944387236e-34im, 1.2065284399705898 + 8.185202263645752e-34im, 0.5797740704058967 + 2.8888949165808538e-34im], [-0.45775974795123886 + 0.0im, -2.519499397800887 + 1.5407439555097887e-33im, 0.276598949233981 + 4.81482486096809e-34im, -1.2065284399705898 - 1.4444474582904269e-33im, -0.5797740704058967 - 2.8888949165808538e-34im], [-0.056239793313876824 - 0.25798194782145584im, -0.3095425624925308 - 1.4199268613912572im, 0.03398260289459062 + 0.15588425152740054im, -2.1474016580084325 + 3.450460216900382im, -2.0405600677836513 - 1.3390821604735361im], [0.0 + 0.0im, -9.598059608932038e-239 - 2.303534306143689e-238im, -1.5356895374291261e-238 + 0.0im, 0.0 + 0.0im, 1.5356895374291261e-238 + 0.0im], [0.05623979331387618 - 0.25798194782145584im, 0.3095425624925327 - 1.4199268613912575im, -0.03398260289459002 + 0.15588425152740037im, 2.147401658008432 + 3.4504602169003813im, 2.040560067783651 - 1.339082160473536im], [2.1019476964872256e-45 - 0.5795192828309276im, 0.0 - 3.189661150071359im, -4.7293823170962576e-45 + 0.35017151553687836im, 2.802596928649634e-45 + 1.2282934126700182im, 2.802596928649634e-45 + 0.9144003845776968im], [0.056239793313876595 + 0.257981947821457im, 0.309542562492531 + 1.4199268613912555im, -0.03398260289459088 - 0.1558842515274001im, 2.147401658008432 - 3.4504602169003826im, 2.0405600677836517 + 1.3390821604735361im], [1.401298464324817e-44 + 0.5795192828309279im, -1.1210387714598537e-44 + 3.1896611500713585im, 1.6815581571897805e-44 - 0.35017151553687825im, 2.802596928649634e-44 - 1.2282934126700185im, 0.0 - 0.9144003845776967im]]&Any[0.35938508065395874, 0.35938508065395874, 2.3612809165183863]&Any[0, 0, 1]
4&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[-0.013497220208121781, -0.29672123273859363, 0.019051944174164726, 0.15691140322133273, 0.0008522662062832957], [0.0, 0.0, 0.0, 0.0, 0.0], [0.013497220208121783, 0.29672123273859363, -0.019051944174164726, -0.15691140322133273, -0.0008522662062832956]]&Vector{ComplexF64}[[-1.5020384983686921e-5 + 0.01063057058189835im, -0.0003302063002488532 + 0.23370115913774808im, 2.120196097945181e-5 - 0.015005537002646922im, 0.005107799288300443 + 0.7829853385685516im, 0.6204294181300751 - 0.004173171743601727im], [-1.5020384983687645e-5 - 0.01063057058189829im, -0.0003302063002488522 - 0.23370115913774817im, 2.12019609794544e-5 + 0.015005537002646863im, 0.005107799288300446 - 0.7829853385685513im, 0.6204294181300749 + 0.0041731717436017295im], [1.5020384983687687e-5 + 0.010630570581898329im, 0.0003302063002488531 + 0.23370115913774808im, -2.1201960979451646e-5 - 0.015005537002646962im, -0.005107799288300444 + 0.7829853385685518im, -0.6204294181300755 - 0.004173171743601728im], [-0.013497220208121781 - 1.285696946211877e-39im, -0.29672123273859363 + 1.1754943508222875e-38im, 0.019051944174164726 - 1.1020259538958945e-39im, 0.15691140322133273 - 5.877471754111438e-39im, 0.0008522662062832957 + 0.0im], [0.0 + 1.1517671530718446e-238im, 0.0 - 1.5356895374291261e-238im, 0.0 + 0.0im, 0.0 - 1.5356895374291261e-238im, 0.0 + 0.0im], [1.502038498368851e-5 - 0.010630570581898263im, 0.00033020630024885246 - 0.23370115913774814im, -2.1201960979451402e-5 + 0.015005537002646825im, -0.005107799288300439 - 0.7829853385685518im, -0.6204294181300753 + 0.004173171743601723im], [-8.96831017167883e-43 - 0.018103078086811556im, -5.739718509874451e-42 - 0.39797584713402484im, -3.587324068671532e-43 + 0.025553323408248167im, -5.739718509874451e-42 - 0.21045233171369984im, -1.7219155529623352e-41 - 0.0015715467550566737im], [0.013497220208121783 - 9.183549615799121e-40im, 0.29672123273859363 + 5.877471754111438e-39im, -0.019051944174164726 - 5.510129769479473e-40im, -0.15691140322133273 + 5.877471754111438e-39im, -0.0008522662062832956 + 9.4039548065783e-38im], [7.174648137343064e-43 + 0.018103078086811556im, 1.1479437019748901e-41 + 0.39797584713402484im, -1.793662034335766e-42 - 0.025553323408248164im, -5.739718509874451e-42 + 0.21045233171369981im, 2.2958874039497803e-41 + 0.001571546755056674im]]&Any[0.0036443694662641017, 0.020839380457123247, 0.0036443694662641017]&Any[0, 1, 0]
5&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.18083833861576046, -0.18395744035069342, 0.03217211055949561, 0.06396974111537547, -0.8973085477230252], [-0.18083833861576046, 0.18395744035069342, -0.03217211055949561, -0.06396974111537547, 0.8973085477230252], [0.0, 0.0, 0.0, -1.9196119217864076e-239, 3.73571764912084e-240]]&Vector{ComplexF64}[[-0.00416262142816507 + 0.09231615562593917im, 0.004234418370217573 - 0.0939084257351385im, -0.000740552682740587 + 0.01642353932224476im, -1.7311245762150442 + 0.17006144506014273im, 0.279880069618519 + 2.9527551996480796im], [0.18083833861576046 + 2.2237402387967068e-48im, -0.18395744035069342 + 2.0526832973508063e-48im, 0.03217211055949561 + 0.0im, 0.06396974111537547 - 1.3684555315672042e-48im, -0.8973085477230252 + 1.6632955555795382e-48im], [-0.18083833861576046 + 7.275361691826573e-48im, 0.18395744035069342 - 1.3684555315672042e-48im, -0.03217211055949561 - 6.842277657836021e-49im, -0.06396974111537547 - 7.334478550416179e-49im, 0.8973085477230252 + 2.1895288505075267e-47im], [-3.941151930913548e-46 - 0.19746303605509008im, -1.7516230804060213e-46 + 0.20086888076179898im, 4.3790577010150533e-47 - 0.03512973341828949im, 1.401298464324817e-45 + 0.09501206487345021im, 3.503246160812043e-46 - 0.9737693590345766im], [0.0 + 3.115545471074579e-239im, 0.0 + 2.5805545643338054e-239im, 0.0 + 0.0im, -1.9196119217864076e-239 + 0.0im, 3.73571764912084e-240 - 3.8392238435728152e-239im], [0.0041626214281650555 - 0.09231615562593924im, -0.004234418370217577 + 0.09390842573513848im, 0.0007405526827406131 - 0.016423539322244475im, 1.7311245762150438 - 0.1700614450601427im, -0.279880069618519 - 2.9527551996480788im], [-0.004162621428165104 - 0.09231615562593914im, 0.004234418370217543 + 0.09390842573513854im, -0.0007405526827405854 - 0.016423539322244624im, -1.7311245762150445 - 0.17006144506014267im, 0.279880069618519 - 2.9527551996480796im], [1.6530942821331826e-45 + 0.19746303605509005im, -1.7516230804060213e-46 - 0.200868880761799im, 6.56858655152258e-47 + 0.0351297334182895im, 2.802596928649634e-45 - 0.09501206487345022im, -4.203895392974451e-45 + 0.9737693590345767im], [0.004162621428165104 + 0.09231615562593914im, -0.004234418370217543 - 0.09390842573513854im, 0.0007405526827405854 + 0.016423539322244624im, 1.7311245762150445 + 0.17006144506014267im, -0.279880069618519 + 2.9527551996480796im]]&Any[0.019261239134024697, 0.019261239134024697, 0.2932409940381156]&Any[0, 0, 1]
6&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.19216217658004023, -0.09363746226933173, 1.3911545529781864, -0.7852940706811776, -0.37128313461453544], [-1.6989809212118028e-240, 6.650834221341201e-241, 6.694216377657528e-241, 1.1997574511165048e-240, 1.1997574511165048e-240], [-0.19216217658004026, 0.09363746226933171, -1.3911545529781864, 0.7852940706811775, 0.37128313461453544]]&Vector{ComplexF64}[[0.19216217658004023 - 6.162975822039155e-33im, -0.09363746226933173 + 2.311115933264683e-33im, 1.3911545529781864 + 7.395570986446986e-32im, -0.7852940706811776 + 2.0029671421627253e-32im, -0.37128313461453544 - 3.851859888774472e-34im], [-0.050937432761474444 - 0.12960631296557573im, 0.024820971656264068 + 0.06315502070266339im, -0.3687606102527155 - 0.9382825256544488im, 0.9884315341553404 - 1.2674397978296958im, 0.47327596427055574 + 0.4692543379287618im], [0.050937432761474555 + 0.12960631296557576im, -0.02482097165626412 - 0.06315502070266343im, 0.3687606102527153 + 0.9382825256544488im, -0.9884315341553405 + 1.2674397978296958im, -0.4732759642705557 - 0.4692543379287619im], [4.408103815583578e-39 - 0.33109440350406155im, 0.0 + 0.16133684717494357im, 2.938735877055719e-39 - 2.39695186169178im, -2.938735877055719e-39 - 0.5678510399770215im, -4.408103815583578e-39 - 0.792291498731208im], [-1.6989809212118028e-240 + 0.0im, 6.650834221341201e-241 - 2.999393627791262e-241im, 6.694216377657528e-241 + 0.0im, 1.1997574511165048e-240 + 0.0im, 1.1997574511165048e-240 + 0.0im], [-0.19216217658004026 + 1.925929944387236e-33im, 0.09363746226933171 + 0.0im, -1.3911545529781864 - 1.5407439555097887e-33im, 0.7852940706811775 + 2.311115933264683e-33im, 0.37128313461453544 + 1.925929944387236e-34im], [0.05093743276147443 - 0.12960631296557576im, -0.024820971656264068 + 0.06315502070266339im, 0.36876061025271545 - 0.9382825256544488im, -0.9884315341553405 - 1.267439797829696im, -0.4732759642705558 + 0.46925433792876187im], [-5.877471754111438e-39 + 0.33109440350406155im, -8.816207631167156e-39 - 0.16133684717494354im, 4.70197740328915e-38 + 2.39695186169178im, 4.70197740328915e-38 + 0.5678510399770215im, -3.5264830524668625e-38 + 0.792291498731208im], [-0.050937432761474645 + 0.1296063129655756im, 0.0248209716562641 - 0.06315502070266339im, -0.3687606102527153 + 0.9382825256544489im, 0.9884315341553401 + 1.2674397978296958im, 0.4732759642705557 - 0.4692543379287617im]]&Any[0.17046760212505976, 0.5956202384008582, 0.17046760212505982]&Any[0, 1, 0]
7&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.8034021881694035, -0.09107866511744292, 0.14986321987331755, 0.19354305777829203, 0.35970284769292404], [-1.5345359926047323e-237, 0.0, 8.250455630246836e-238, 0.0, 6.142758149716505e-238], [-0.8034021881694036, 0.0910786651174429, -0.14986321987331747, -0.19354305777829203, -0.35970284769292393]]&Vector{ComplexF64}[[0.8034021881694035 + 0.0im, -0.09107866511744292 + 2.8698592549372254e-42im, 0.14986321987331755 - 1.1479437019748901e-41im, 0.19354305777829203 + 0.0im, 0.35970284769292404 + 1.1479437019748901e-41im], [-9.62964972193618e-35 + 1.2935972623158405im, 1.8055593228630336e-35 - 0.1466502252374527im, 6.018531076210112e-35 + 0.24130211966647389im, 2.407412430484045e-35 - 0.3878664091750641im, 2.407412430484045e-35 - 0.2952694259156309im], [7.222237291452134e-35 - 1.2935972623158405im, 1.8055593228630336e-35 + 0.14665022523745266im, 0.0 - 0.24130211966647386im, 4.81482486096809e-35 + 0.3878664091750641im, 6.018531076210112e-36 + 0.2952694259156309im], [0.1811055778559823 + 0.5446976501040838im, -0.020531253859328552 - 0.06175031085878386im, 0.03378266257446695 + 0.10160557800822825im, 0.3012013842704794 + 0.2903449158915593im, 0.5401864248053755 - 0.667758361113407im], [-1.5345359926047323e-237 + 0.0im, 0.0 - 4.607068612287378e-238im, 8.250455630246836e-238 + 0.0im, 0.0 + 1.228551629943301e-237im, 6.142758149716505e-238 + 0.0im], [-0.8034021881694036 - 1.1555579666323415e-33im, 0.0910786651174429 + 4.81482486096809e-35im, -0.14986321987331747 - 9.62964972193618e-35im, -0.19354305777829203 + 7.974553675978398e-35im, -0.35970284769292393 + 3.851859888774472e-34im], [-0.18110557785598225 + 0.5446976501040837im, 0.02053125385932856 - 0.06175031085878388im, -0.033782662574466986 + 0.10160557800822825im, -0.30120138427047927 + 0.29034491589155936im, -0.5401864248053755 - 0.6677583611134068im], [-0.18110557785598247 - 0.5446976501040836im, 0.020531253859328517 + 0.06175031085878387im, -0.033782662574466896 - 0.10160557800822836im, -0.30120138427047943 - 0.2903449158915593im, -0.5401864248053755 + 0.6677583611134071im], [0.18110557785598236 - 0.5446976501040834im, -0.02053125385932847 + 0.061750310858783866im, 0.03378266257446699 - 0.10160557800822835im, 0.3012013842704793 - 0.29034491589155925im, 0.5401864248053754 + 0.6677583611134069im]]&Any[0.04923094937322073, 0.16166438881326087, 0.049230949373220714]&Any[0, 1, 0]
8&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.2499138953474348, 0.06437772413600759, -0.34006339840984323, -0.6898887480859528, 0.07515400810348875], [-0.24991389534743477, -0.06437772413600758, 0.34006339840984323, 0.6898887480859527, -0.07515400810348874], [4.914206519773204e-237, 0.0, 2.457103259886602e-237, 0.0, 1.4754563450495653e-238]]&Vector{ComplexF64}[[0.011456546840204758 + 0.1354820938509408im, 0.0029512020970446904 + 0.03490013570945714im, -0.015589178213181929 - 0.18435349981073124im, -0.30397133281691724 + 1.9333800318189562im, 1.025725512626601 + 0.17090618505043811im], [0.2499138953474348 - 4.90454462513686e-45im, 0.06437772413600759 - 5.254869241218064e-46im, -0.34006339840984323 - 7.006492321624085e-46im, -0.6898887480859528 - 3.5032461608120427e-45im, 0.07515400810348875 + 3.0653403907105373e-46im], [-0.24991389534743477 + 5.254869241218064e-45im, -0.06437772413600758 + 1.1823455792740644e-45im, 0.34006339840984323 - 7.006492321624085e-46im, 0.6898887480859527 + 7.006492321624085e-45im, -0.07515400810348874 - 4.379057701015053e-46im], [1.925929944387236e-33 - 0.274135037895221im, 7.703719777548943e-34 - 0.0706170812195042im, -7.703719777548943e-34 + 0.37302164603636423im, -3.0814879110195774e-33 - 0.739551517150406im, 1.1555579666323415e-33 + 0.11964677455344934im], [4.914206519773204e-237 + 0.0im, 0.0 - 2.457103259886602e-237im, 2.457103259886602e-237 + 0.0im, 0.0 + 2.457103259886602e-237im, 1.4754563450495653e-238 + 1.535689537429126e-237im], [-0.011456546840204845 - 0.13548209385094095im, -0.0029512020970446935 - 0.03490013570945722im, 0.015589178213181865 + 0.1843534998107311im, 0.3039713328169173 - 1.9333800318189562im, -1.025725512626601 - 0.17090618505043814im], [0.011456546840205164 - 0.1354820938509409im, 0.002951202097044773 - 0.03490013570945712im, -0.015589178213181622 + 0.18435349981073118im, -0.3039713328169173 - 1.9333800318189562im, 1.0257255126266012 - 0.1709061850504382im], [7.703719777548943e-34 + 0.27413503789522076im, -3.3703774026776627e-34 + 0.07061708121950423im, 4.237045877651919e-33 - 0.37302164603636434im, 4.237045877651919e-33 + 0.739551517150406im, -1.3481509610710651e-33 - 0.11964677455344935im], [-0.011456546840204956 + 0.1354820938509411im, -0.0029512020970446718 + 0.034900135709457075im, 0.015589178213181802 - 0.18435349981073101im, 0.3039713328169174 + 1.9333800318189562im, -1.025725512626601 + 0.17090618505043823im]]&Any[0.054142538503361, 0.05414253850336102, 0.7322006387768751]&Any[0, 0, 1]
9&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[-0.003978886446976793, -0.0350203903725812, 0.023687393504261533, 0.05301381761014034, -0.08633030563291223], [0.003978886446976796, 0.03502039037258122, -0.02368739350426154, -0.05301381761014036, 0.08633030563291227], [0.0, 3.11474842221799e-207, -7.786871055544975e-208, -4.672122633326985e-207, 6.22949684443598e-207]]&Vector{ComplexF64}[[-0.0011330326600974318 - 0.015272281679404634im, -0.009972449978220853 - 0.13441983666036753im, 0.006745251675453246 + 0.09092004777438463im, 1.160130282572684 - 0.5557239940699394im, -0.43311498684420324 - 1.0032416230580499im], [-0.003978886446976793 + 2.938735877055719e-39im, -0.0350203903725812 + 2.350988701644575e-38im, 0.023687393504261533 - 8.816207631167156e-39im, 0.05301381761014034 - 1.7632415262334313e-38im, -0.08633030563291223 + 5.877471754111438e-38im], [0.003978886446976796 - 1.1020259538958945e-39im, 0.03502039037258122 - 8.816207631167156e-39im, -0.02368739350426154 + 7.346839692639297e-39im, -0.05301381761014036 + 8.816207631167156e-39im, 0.08633030563291227 - 2.350988701644575e-38im], [1.0532429383367696e-35 + 0.02554383262204165im, 0.0 + 0.2248254635955915im, -2.7685242950566515e-34 - 0.15206938498710626im, -2.407412430484045e-34 + 0.18368149657798702im, 1.925929944387236e-34 - 0.6010002899413551im], [0.0 - 5.398438531153815e-209im, 3.11474842221799e-207 - 1.557374211108995e-207im, -7.786871055544975e-208 + 0.0im, -4.672122633326985e-207 + 3.11474842221799e-207im, 6.22949684443598e-207 - 3.11474842221799e-207im], [0.0011330326600974432 + 0.015272281679404599im, 0.00997244997822079 + 0.13441983666036747im, -0.006745251675453304 - 0.09092004777438466im, -1.1601302825726845 + 0.5557239940699389im, 0.43311498684420285 + 1.0032416230580503im], [-0.0011330326600974617 + 0.015272281679404616im, -0.009972449978220846 + 0.13441983666036747im, 0.006745251675453243 - 0.09092004777438467im, 1.1601302825726838 + 0.5557239940699392im, -0.43311498684420313 + 1.0032416230580499im], [-4.484155085839415e-44 - 0.025543832622041657im, 4.484155085839415e-43 - 0.2248254635955915im, 4.484155085839415e-44 + 0.1520693849871063im, -3.587324068671532e-43 - 0.18368149657798702im, -7.174648137343064e-43 + 0.6010002899413551im], [0.001133032660097445 - 0.015272281679404623im, 0.009972449978220835 - 0.13441983666036758im, -0.006745251675453235 + 0.09092004777438455im, -1.160130282572685 - 0.5557239940699391im, 0.433114986844203 - 1.0032416230580508im]]&Any[0.010282010615015776, 0.010282010615015776, 0.01098449970851674]&Any[1, 1, 1]
10&1&false&1&3&2&false&1&true&Any[0, 1]&true&100&true&1&1&Any[0, 1]&true&Any[0, 1]&true&Variable[w111, w112, w113, w211, w221]&5&243&73&9&39&3&Any[[0.19169962072041574, -0.6217643179528406, 0.00937728812117256, 0.6952907209762006, 0.22022103545230917], [1.245899368887196e-206, 1.868849053330794e-206, -1.557374211108995e-207, -6.22949684443598e-207, 2.491798737774392e-206], [-0.19169962072041577, 0.6217643179528407, -0.00937728812117256, -0.6952907209762007, -0.22022103545230917]]&Vector{ComplexF64}[[-0.007567687703017062 - 0.037807181354896434im, 0.024545266002424918 + 0.12262494959825973im, -0.0003701853333645528 - 0.0018493976737249292im, -0.4683117917747643 - 1.3421805305102903im, -2.7518586914820937 + 0.9643882044787164im], [-0.007567687703017062 + 0.037807181354896434im, 0.024545266002424918 - 0.12262494959825973im, -0.0003701853333645528 + 0.0018493976737249292im, -0.4683117917747643 + 1.3421805305102903im, -2.7518586914820937 - 0.9643882044787164im], [0.007567687703017062 - 0.037807181354896434im, -0.024545266002424918 + 0.12262494959825973im, 0.0003701853333645528 - 0.0018493976737249292im, 0.4683117917747643 - 1.3421805305102903im, 2.7518586914820937 + 0.9643882044787164im], [0.19169962072041574 + 3.76158192263132e-37im, -0.6217643179528406 + 7.52316384526264e-37im, 0.00937728812117256 - 1.0579449157400588e-37im, 0.6952907209762006 + 0.0im, 0.22022103545230917 - 3.76158192263132e-37im], [1.245899368887196e-206 - 2.491798737774392e-206im, 1.868849053330794e-206 - 1.245899368887196e-206im, -1.557374211108995e-207 + 1.557374211108995e-207im, -6.22949684443598e-207 + 1.245899368887196e-206im, 2.491798737774392e-206 - 2.491798737774392e-206im], [0.007567687703017062 + 0.037807181354896434im, -0.024545266002424918 - 0.12262494959825973im, 0.0003701853333645528 + 0.0018493976737249292im, 0.4683117917747643 + 1.3421805305102903im, 2.7518586914820937 - 0.9643882044787164im], [-3.587324068671532e-43 + 0.21808991021905005im, -5.829401611591239e-43 - 0.7073593769781655im, 5.885453550164232e-44 + 0.01066821059300557im, 7.174648137343064e-43 - 0.7940292444609154im, 3.587324068671532e-43 - 0.2059710366663385im], [-0.19169962072041577 + 3.009265538105056e-36im, 0.6217643179528407 + 6.018531076210112e-36im, -0.00937728812117256 - 7.052966104933725e-38im, -0.6952907209762007 + 2.256949153578792e-36im, -0.22022103545230917 + 3.76158192263132e-37im], [-9.41672568026277e-43 - 0.2180899102190501im, 2.3317606446364956e-42 + 0.7073593769781654im, -1.5414283107572988e-44 - 0.010668210593005571im, -3.587324068671532e-42 + 0.7940292444609154im, -9.865141188846712e-43 + 0.20597103666633848im]]&Any[0.051704486844658615, 0.630709672494361, 0.0517044868446586]&Any[0, 1, 0]
